Number,Item_Number,Item,Scale,Authors,Source of Rating,Primer,Factor,Remember_total,ARI_Study1_Avg_Remember%,FYP_Likert_Avg_Remember%,FYP_Binary_Avg_Remember%,"Hansbrough et al., 2015 Table 1 & 5",ARI_360_Manager_Remember%,ARI_Self_report_Remember%,Response Scale Format,Variable,Pos_Neg,AC_Binary,AC_Binary_Note,PS,PS_Note,Low_EV,High_EV,Starts_I,I_or_Me
1252,115,"Hires people with good technical skills
  but poor ability to work with others",CCL 360,,,,,0.5131,,,,,0.5455,0.4807,,,,,,,,,,,
1253,116,"Is emotionally volatile and
  unpredictable",CCL 360,,,,,0.4432,,,,,0.5273,0.3591,,,,,,,,,,,
1254,117,"Does not motivate team members o do the
  best for the team",CCL 360,,,,,0.4986,,,,,0.5773,0.4199,,,,,,,,,,,
1255,118,"Has not adapted to the managemet
  culture",CCL 360,,,,,0.49045,,,,,0.55,0.4309,,,,,,,,,,,
1256,119,Adopts a bullying style under stress,CCL 360,,,,,0.444,,,,,0.5455,0.3425,,,,,,,,,,,
1257,120,Does not handle pressure well,CCL 360,,,,,0.5488,,,,,0.5727,0.5249,,,,,,,,,,,
1258,121,"May have exceeded his or her current
  level of competence",CCL 360,,,,,0.38865,,,,,0.4182,0.3591,,,,,,,,,,,
1259,122,"Selects people for a team who don't work
  well together",CCL 360,,,,,0.4242,,,,,0.4494,0.399,,,,,,,,,,,
1260,123,Over-estimates his/her own abilities,CCL 360,,,,,0.36635,,,,,0.3539,0.3788,,,,,,,,,,,
1261,124,Is not good at building a team,CCL 360,,,,,0.40935,,,,,0.4551,0.3636,,,,,,,,,,,
1262,125,"Has difficulty meeting the expectations
  of his/her current position",CCL 360,,,,,0.4854,,,,,0.4607,0.5101,,,,,,,,,,,
1263,126,"Is self-promoting without the results to
  support it",CCL 360,,,,,0.4242,,,,,0.4494,0.399,,,,,,,,,,,
1264,127,"Can't make the mental transition from
  technical manager to general manager",CCL 360,,,,,0.36215,,,,,0.3708,0.3535,,,,,,,,,,,
1265,128,"Does not help individuals understand how
  their work fits into the goals of the organization",CCL 360,,,,,0.5051,,,,,0.5506,0.4596,,,,,,,,,,,
1266,129,"Orders people around rather than working
  to get them on board",CCL 360,,,,,0.5261,,,,,0.5674,0.4848,,,,,,,,,,,
1267,130,"Fails to encourage and involve team
  members",CCL 360,,,,,0.53205,,,,,0.5843,0.4798,,,,,,,,,,,
1268,1,IÊamÊallowedÊtoÊdecideÊhowÊtoÊgoÊaboutÊgettingÊmyÊjobÊdoneÊ(theÊmethodsÊtoÊuse),Work Autonomy,,,,,0.630918561,,,,,0.621212121,0.640625,,,,,,,,,,,
1269,2,IÊamÊableÊtoÊchooseÊtheÊwayÊtoÊgoÊaboutÊmyÊjobÊ(theÊproceduresÊtoÊutilize),Work Autonomy,,,,,0.592566288,,,,,0.575757576,0.609375,,,,,,,,,,,
1270,3,IÊamÊfreeÊtoÊchooseÊtheÊmethod(s)ÊtoÊuseÊinÊcarryingÊoutÊmyÊwork,Work Autonomy,,,,,0.601089015,,,,,0.53030303,0.671875,,,,,,,,,,,
1271,1,I think  that people these  days  move  from company to company too often,Normative Commitment,,,,,,,,,,,,,,,,,,,,,,
1272,2,I do not believe that a person must always be loyal to his or her  organization,Normative Commitment,,,,,,,,,,,,,,,,,,,,,,
1273,3,Jumping from organization to organization does not seem at all unethical to me,Normative Commitment,,,,,,,,,,,,,,,,,,,,,,
1274,4,One of the major reasons I continue to work for this organization is  that I believe that loyalty is  important and therefore feel a  sense of moral obligation to remain,Normative Commitment,,,,,,,,,,,,,,,,,,,,,,
1275,5,If I got another offer for a better job elsewhere I wouldÊ not feel it was rightÊ to leave my organization,Normative Commitment,,,,,,,,,,,,,,,,,,,,,,
1276,6,I was taught  to believe in the value of remaining loyal to one organization,Normative Commitment,,,,,,,,,,,,,,,,,,,,,,
1277,7,Things were better  in the days  when  people  stayed with one organization for most of their careers,Normative Commitment,,,,,,,,,,,,,,,,,,,,,,
1278,8,I do not think  that wanting to be a  Ôcompany manÕ or Ôcompany womanÕ is sensible anymore,Normative Commitment,,,,,,,,,,,,,,,,,,,,,,
1279,1,"Characteristics of the subordinate:  ability, experience, training, knowledge",Substitues For Leadership,"Kerr & Jermier, 1978",,,,,,,,,,,,,,,,,,,,,
1280,2,Need for independence ,Substitues For Leadership,,,,,,,,,,,,,,,,,,,,,,
1281,3,"""professional"" orientation",Substitues For Leadership,,,,,,,,,,,,,,,,,,,,,,
1282,4,indifference toward organizational rewards ,Substitues For Leadership,,,,,,,,,,,,,,,,,,,,,,
1283,5,Characteristics of the task:  unambiguous and routine ,Substitues For Leadership,,,,,,,,,,,,,,,,,,,,,,
1284,6, methodologically invariant ,Substitues For Leadership,,,,,,,,,,,,,,,,,,,,,,
1285,7, provides its own feedback concerning accomplishment ,Substitues For Leadership,,,,,,,,,,,,,,,,,,,,,,
1286,8, intrinsically satisfying ,Substitues For Leadership,,,,,,,,,,,,,,,,,,,,,,
1287,9,"Characteristics of the organization:  formalization (explicit plans, goals, and areas of responsibility) ",Substitues For Leadership,,,,,,,,,,,,,,,,,,,,,,
1288,10," inflexibility (rigid, unbending rules and procedures) ",Substitues For Leadership,,,,,,,,,,,,,,,,,,,,,,
1289,11, highly-specified and active advisory and staff functions ,Substitues For Leadership,,,,,,,,,,,,,,,,,,,,,,
1290,12," closely-knit, cohesive work groups ",Substitues For Leadership,,,,,,,,,,,,,,,,,,,,,,
1291,13, organizational rewards not within the leader's control ,Substitues For Leadership,,,,,,,,,,,,,,,,,,,,,,
1292,14, spatial distance between superior and subordinates  ,Substitues For Leadership,,,,,,,,,,,,,,,,,,,,,,
1293,1,Team leader often treats members of our group as being equal to himself/herself ,Participative Leadership,Oldham & Cummings (1996) and Kahai et al. (2004),Follower,,,,,,,,,,,,,,,,,,,,
1294,2,Team leader allows our group members to have as much input into the final recommendation as he did ,Participative Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1295,3,Team leader puts suggestions from our group members into the final decision ,Participative Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1296,4,Team leader encourages group members to learn new skills,Participative Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1297,1,"My boss has his/her head in the sand  
",Destructive Leadership,"Shaw, Erickson, & Harvey (2011)",Follower,,making decisions based on inadequate information,,,,,,,,,,,,,,,,,,
1298,2,My boss does NOT have a clue what is going on in our business unit ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1299,3,My boss is ignorant of things are not part of the immediate environment  ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1300,4,My boss often makes knee jerk reactions ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1301,5,My boss does NOT pay enough attention to what really matters,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1302,6,My boss places brutal pressure on subordinates ,Destructive Leadership,,Follower,,acting in a brutal bullying manner,,,,,,,,,,,,,,,,,,
1303,7,My boss enjoys making people suffer ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1304,8,Anyone who challenges my boss is dealt with brutally ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1305,9,I have often seen my boss bully another employee ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1306,10,My boss holds grudges ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1307,11,My boss rarely shows a high level of respect for others ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1308,12,My boss sees every negotiation issue as a win/lose conflict,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1309,13,My boss lies a lot ,Destructive Leadership,,Follower,,lying and other unethical behavior,,,,,,,,,,,,,,,,,,
1310,14,My boss often acts in an unethical manner,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1311,15,My boss rarely acts with a high level of integrity,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1312,16,My boss often takes credit for the work that others have done ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1313,17,My boss blames others for his/her own mistakes ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1314,18,My boss spends too much time promoting him/herself ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1315,19,My boss often says one thing while doing exactly the opposite,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1323,20,My boss is a micro-manager,Destructive Leadership,,Follower,,Micro-managing and over-controlling,,,,,,,,,,,,,,,,,,
1324,21,My boss attempts to exert total control over everyone ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1325,22,My boss is autocratic ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1326,23,My boss does NOT trust others to do tasks properly ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1327,24,My boss wants to dominate/control everything ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1328,25,My boss does not show trust in subordinates by assigning them important tasks ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1329,26,My boss does not share power with the people with whom he or she works,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1330,27,I rarely know what my boss expects of me ,Destructive Leadership,,Follower,,not making expectations clear to subordinates,,,,,,,,,,,,,,,,,,
1331,28,I often have to guess what my boss really expects of me ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1332,29,I rarely know what my boss thinks of my work ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1333,30,My boss spends more time politicking than working ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1334,31,My boss does not provide an appropriate level of supervision and oversight,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1335,32,My boss is very ineffective in persuading others,Destructive Leadership,,Follower,,ineffectual at negotiation and persuasion,,,,,,,,,,,,,,,,,,
1336,33,When negotiating with others my boss is usually a total failure ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1337,34,My boss is a poor negotiator ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1338,35,My boss is not very good at inspiring others,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1339,36,My boss avoids having to use new technology,Destructive Leadership,,Follower,,inability to deal with new technology and other changes,,,,,,,,,,,,,,,,,,
1340,37,My boss seems not to enjoys new technology ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1341,38,Sometimes I think my boss is frightened by new technology ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1342,39,My boss has a difficult time dealing with change,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1343,40,The punishment my boss gives is often inappropriate for the offense ,Destructive Leadership,,Follower,,inability to deal with interpersonal conflict or similar situations,,,,,,,,,,,,,,,,,,
1344,41,My boss managers interpersonal conflict poorly ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1345,42,My boss is very poor at dealing with personal or interpersonal issues ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1346,43,My boss has often committed a serious breach of trust,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1347,44,very few people see my boss as a credible manager ,Destructive Leadership,,Follower,,lack of credibility within the organization,,,,,,,,,,,,,,,,,,
1348,45,My boss has a very poor reputation in our organization ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1349,46,My boss has lost credibility with stakeholders,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1350,47,My boss has personal favorites ,Destructive Leadership,,Follower,,playing favorites and other divisive behavior,,,,,,,,,,,,,,,,,,
1351,48,My boss tends to show excessive favoritism ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1352,49,My boss tends to act in ways that divide employees against one another,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1353,50,My boss will tell superiors what they want to hear,Destructive Leadership,,Follower,,Telling people what they want to hear,,,,,,,,,,,,,,,,,,
1354,51,My boss is an ineffective coordinator ,Destructive Leadership,,Follower,,Ineffective in coordination and management of issues,,,,,,,,,,,,,,,,,,
1355,52,If my boss makes a mistake someone else usually has to fix the problem ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1356,53,My boss often fails to provide subordinates with information and resources ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1357,54,When my boss makes a mistake he or she rarely corrects it ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1358,55,My boss rarely seeks opinions from a wide variety of people ,Destructive Leadership,,Follower,,not seeking information from others,,,,,,,,,,,,,,,,,,
1359,56,My boss does not seek out or pay attention to the opinions and wishes of subordinates ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1360,57,If my boss screws something up it stays screwed up forever ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1361,58,My boss tends to alienate certain groups,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1362,59,My boss does not care about things happening in other units ,Destructive Leadership,,Follower,,acting in an insular manner relative to other groups in the organization,,,,,,,,,,,,,,,,,,
1363,60, My boss demonstrates no concern for anyone outside his/her own unit,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1364,61,My boss is an ineffective communicator,Destructive Leadership,,Follower,,Ineffective communication,,,,,,,,,,,,,,,,,,
1365,62,My boss treats both good and destructive performers the same way ,Destructive Leadership,,Follower,,Not having the skills to match the job,,,,,,,,,,,,,,,,,,
1366,63,The skills of my boss do not match his/her job very well ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1367,64,My boss lacks the skills and/or experience needed to function job effectively ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1368,65,My boss makes poor decisions under pressure or difficult conditions,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1369,66,My boss is unable to prioritize very well ,Destructive Leadership,,Follower,,Inability to prioritize and delegate,,,,,,,,,,,,,,,,,,
1370,67,My boss is unable to effectively manage change ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1371,68,My boss is unable to delegate properly,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1372,69,My boss is invulnerable to reason,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1373,70,You can rarely predict how my boss is likely to behave ,Destructive Leadership,,Follower,,"Exhibiting inconsistent, erratic behavior",,,,,,,,,,,,,,,,,,
1374,71,You never know from day to day how my boss will behave,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1375,72,My boss will act one way and then later acts in the exact oppositve manner,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1376,73,My boss is very poor at listening to what others are saying ,Destructive Leadership,,Follower,,Unwillingness to change mind and listen to others,,,,,,,,,,,,,,,,,,
1377,74,Once my boss has made up his/her mind there is no changing it ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1378,75,My boss does NOT know what subordinates are thinking ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1379,76,My boss is unable to take a stand and stick to it,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1380,77,My boss can only talk about issues that are very short-term ,Destructive Leadership,,Follower,,Inability to understand and act on a long term view,,,,,,,,,,,,,,,,,,
1381,78,My boss does not understand the big picture well ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1382,79,My boss does NOT know what the goal of our unit is or should be,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1383,80,My boss does not adapt well to new and changing circumstances ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1384,81,My boss often ignores the big picture ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1385,82,My boss has poor strategic planning skills ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1386,83,My boss is poor at developing a vision for our business unit,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1387,84,My boss is unable to focus very well on the most important issues ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1388,85,My boss deals very ineffectively with complex situation,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1389,86,My boss is ineffective at educating and developing subordinates ,Destructive Leadership,,Follower,,Inability to develop and motivate subordinates,,,,,,,,,,,,,,,,,,
1390,87,My boss is NOT very good at developing the skills of subordinates,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1391,88,My boss does not systematically develop the skills of his or her subordinates,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1392,89,"My boss does not understand the needs strengths, weaknesses and responsbilities of subordinates ",Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1393,90,My boss has no idea what it takes to motivate subordinates,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1394,91,My boss is very poor at getting to the point quickly and clearly ,Destructive Leadership,,Follower,,"Inability to make clear, appropriate decisions",,,,,,,,,,,,,,,,,,
1395,92,I have trouble understanding what my boss means or wants,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1396,93,My boss is very poor at solving problems and making decisions,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1397,94,In an ambiguous situation my boss has great difficulty making a decision ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1398,95,My boss could best be described as mean ,Destructive Leadership,,Follower,,An inconsiderate tyrant,,,,,,,,,,,,,,,,,,
1399,96,My boss is a tyrant ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1400,97,My boss is an inconsiderate person,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1401,98,My boss is arrogant ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1402,99,My boss is pig headed ie extremely stubborn,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1403,100,My boss is self-centred ,Destructive Leadership,,Follower,,,,,,,,,,,,,,,,,,,,
1404,101, My boss is lazy ,Destructive Leadership,,Follower,,Lazy and incompetent,,,,,,,,,,,,,,,,,,
